,0
minecraft:cave_spider,11
minecraft:zombified_piglin,1
minecraft:witch,2
minecraft:spider,16
minecraft:skeleton,52
minecraft:chicken,1
minecraft:cat,1
minecraft:magma_cube,6
minecraft:piglin,10
minecraft:zombie_villager,2
minecraft:strider,1
minecraft:creeper,25
minecraft:sheep,1
minecraft:zombie,53
minecraft:ghast,2
minecraft:blaze,12
minecraft:cow,22
minecraft:slime,17
minecraft:husk,4
minecraft:wither_skeleton,2
minecraft:enderman,4
