,0
minecraft:cave_spider,16
minecraft:skeleton,77
minecraft:chicken,1
minecraft:salmon,145
minecraft:pillager,3
minecraft:zombie,121
minecraft:cow,18
minecraft:horse,9
minecraft:rabbit,4
minecraft:wandering_trader,1
minecraft:enderman,2
minecraft:spider,34
minecraft:piglin,1
minecraft:pig,45
minecraft:zombie_villager,3
minecraft:creeper,18
minecraft:sheep,9
minecraft:slime,19
minecraft:phantom,1
minecraft:drowned,4
minecraft:squid,1
