,0
minecraft:ghast,4
minecraft:wither_skeleton,1
minecraft:creeper,1
minecraft:piglin,3
minecraft:blaze,1
minecraft:witch,1
minecraft:zombie,1
minecraft:spider,1
minecraft:skeleton,9
