,0
minecraft:cave_spider,2
minecraft:witch,1
minecraft:spider,2
minecraft:skeleton,6
minecraft:chicken,9
minecraft:bat,1
minecraft:creeper,2
minecraft:zombie,4
minecraft:enderman,1
